refcode,metal,oxidation_state,d_count,donor_set,denticity_pattern,S_TBPY,S_SPY,log_S_TBPY,log_S_SPY,boundary_delta,path_coordinate,boundary_coordinate,L0_hash,L1_hash,L3_hash
PUJMEP,Fe,+2,d6,,,0.8400,1.6500,-0.0757,0.2175,0.8100,0.3373,0.3253,357826261776,169131702407,544895482269
PUJVEY,Zn,+2,d10,,,4.6600,5.7300,0.6684,0.7582,1.0700,0.4485,0.1030,731704736807,208730123684,36216541988
PUKHAH,Cu,+2,d9,N,1-1,9.9600,11.6800,0.9983,1.0674,1.7200,0.4603,0.0795,156466578446,161178388251,271080366082
PUKLIQ,V,,,,,0.4800,1.2500,-0.3188,0.0969,0.7700,0.2775,0.4451,288590146043,267560483473,280106140200
PUKVOK,Cu,+2,d9,"N,O",2-2,0.7600,4.6100,-0.1192,0.6637,3.8500,0.1415,0.7169,352684976136,986208633256,195326233252
PUKYID,Ru,+2,d6,P,1-1,0.6200,1.3800,-0.2076,0.1399,0.7600,0.3100,0.3800,304909464266,516748762878,517799071649
PULCUY,Ru,+2,d6,"C,P",1-1,5.6600,6.0500,0.7528,0.7818,0.3900,0.4833,0.0333,827872330309,851490530583,497919866894
PULPAN,Zn,+2,d10,"Cl,N",1-1,0.8200,5.5100,-0.0862,0.7412,4.6900,0.1295,0.7409,318205107056,574056847925,955404970182
PULWOJ,Zn,+2,d10,N,1-1,0.4000,6.9900,-0.3979,0.8445,6.5900,0.0541,0.8917,354839268355,100074210599,593687470064
PUNCIK,W,,,"C,N",1-1,0.1200,1.1600,-0.9208,0.0645,1.0400,0.0938,0.8125,655340693492,499148825056,18138820161
PUNFIN,Hf,,,,,7.5000,9.7400,0.8751,0.9886,2.2400,0.4350,0.1299,223429061753,642940996530,797916835540
PUNFOT,Zr,,,,,8.6900,8.7600,0.9390,0.9425,0.0700,0.4980,0.0040,865761865437,11602323766,796079787960
PUNFOW,Cu,+2,d9,,,5.2000,6.5800,0.7160,0.8182,1.3800,0.4414,0.1171,816865693692,174460177563,339143700022
PUNGEK,Zr,,,,,4.2700,5.8400,0.6304,0.7664,1.5700,0.4224,0.1553,296158657092,829070984992,818603017164
PUNGUD,Cu,+2,d9,,,1.0800,2.6300,0.0334,0.4200,1.5500,0.2911,0.4178,855895515902,199594811009,71754270449
PUNKIT,Re,,,"C,P",1-1-1-1,0.3300,1.6000,-0.4815,0.2041,1.2700,0.1710,0.6580,952188637812,711931682128,917890971169
PUNLAM,Ru,+2,d6,C,1-1-1-1,0.0900,1.3500,-1.0458,0.1303,1.2600,0.0625,0.8750,274915923821,143194052460,526845561180
PUNLEP,Rh,+3,d6,P,1-1,0.2400,0.5600,-0.6198,-0.2518,0.3200,0.3000,0.4000,955067011219,991019587109,839579375636
PUNMIW,V,,,,,5.1900,5.6600,0.7152,0.7528,0.4700,0.4783,0.0433,161844500816,776760256226,871355976431
PUPFOY,Sc,,,,,6.0200,6.5700,0.7796,0.8176,0.5500,0.4782,0.0437,422337790222,851812661498,582784055050
PUPKUI,Sc,,,,,0.6600,5.1700,-0.1805,0.7135,4.5100,0.1132,0.7736,993382389528,212703829582,636832994122
PUPLAP,Y,,,,,0.9000,5.1800,-0.0458,0.7143,4.2800,0.1480,0.7039,887767686002,856143435094,181653124661
PUPMIZ,Sc,,,,,11.9100,14.6100,1.0759,1.1647,2.7000,0.4491,0.1018,279992683089,708086764477,645720358707
PUPVAY,Cu,+2,d9,N,1-1,0.1200,5.6400,-0.9208,0.7513,5.5200,0.0208,0.9583,685375324851,424511198070,630007081975
PUPWAZ,V,,,N,1-1,0.0800,1.0200,-1.0969,0.0086,0.9400,0.0727,0.8545,679543181487,649514961560,940904153775
PUQGIU,Os,,,,,11.0500,8.0000,1.0434,0.9031,3.0500,0.5801,0.1601,510005921795,928389954118,531064535360
PUQGUG,Os,,,,,5.0400,6.3500,0.7024,0.8028,1.3100,0.4425,0.1150,801759117983,557691719315,305151371060
PUQJAQ,Ir,,,O,1-1,5.8600,7.8800,0.7679,0.8965,2.0200,0.4265,0.1470,571553600081,605143638744,676629382638
PUQKOC,Fe,+2,d6,N,1-1,0.3400,1.5200,-0.4685,0.1818,1.1800,0.1828,0.6344,849543313030,460144768908,449839986449
PUQQEZ,Cr,,,,,5.4100,8.4500,0.7332,0.9269,3.0400,0.3903,0.2193,697176038139,694230854460,595543357781
PUQRAW,Rh,+3,d6,P,1-1,0.5200,6.3700,-0.2840,0.8041,5.8500,0.0755,0.8491,302421392815,284797164193,85487145209
PUQRAX,Cu,+2,d9,,,0.7000,1.5700,-0.1549,0.1959,0.8700,0.3084,0.3833,778550702883,919770917062,705566357418
PUQREB,Cu,+2,d9,,,3.6400,4.6700,0.5611,0.6693,1.0300,0.4380,0.1239,182284836036,319364029758,667926293715
PUQRIF,Cu,+2,d9,,,0.7000,6.4400,-0.1549,0.8089,5.7400,0.0980,0.8039,903648158670,972091128797,556063468982
PUQXAE,Hg,,,,,3.6900,7.7300,0.5670,0.8882,4.0400,0.3231,0.3538,457537371766,628007460012,729554685128
PURJOC,Ru,+2,d6,"N,P",1-1-1-1,5.8000,6.1800,0.7634,0.7910,0.3800,0.4841,0.0317,135809653628,193311000261,303381316400
PUSKET,Cu,+2,d9,,,0.6400,1.1000,-0.1938,0.0414,0.4600,0.3678,0.2644,294190255229,882742024997,398397405321
PUSKIA,Cu,+2,d9,N,1-1-1-1,0.3200,0.8200,-0.4949,-0.0862,0.5000,0.2807,0.4386,548874267333,364776224799,936197238292
PUSMIC,Cu,+2,d9,"N,O",1-1,2.2900,4.8100,0.3598,0.6821,2.5200,0.3225,0.3549,642544516569,273949454233,51556905947
PUSMOI,Cu,+2,d9,"Br,N",1-1,0.9400,1.5200,-0.0269,0.1818,0.5800,0.3821,0.2358,467287699456,880868588939,372929896947
PUSWAC,Zn,+2,d10,N,1-1,4.4700,5.7600,0.6503,0.7604,1.2900,0.4370,0.1261,998430393004,655815753849,700160143925
PUTCAL,Cu,+2,d9,"Cl,N",1-1,4.9000,6.3600,0.6902,0.8035,1.4600,0.4352,0.1297,366298764796,984836716811,283138036246
PUTKIC,Cr,,,,,5.5300,5.7400,0.7427,0.7589,0.2100,0.4907,0.0186,547454650570,818887984247,801489507505
PUTVEH,Fe,+2,d6,"C,S",1-1,0.5200,0.5800,-0.2840,-0.2366,0.0600,0.4727,0.0545,909654194528,763578142418,619737034577
PUVBOZ,Ru,+2,d6,"O,P",1-1,5.2500,6.0800,0.7202,0.7839,0.8300,0.4634,0.0733,710420396336,753852279732,593648592235
PUVMUP,W,,,C,1-1-1-1,5.7200,5.9400,0.7574,0.7738,0.2200,0.4906,0.0189,833471533783,965480703670,155802333842
PUWQII,Cu,+2,d9,"N,O",3-1,4.2700,5.6100,0.6304,0.7490,1.3400,0.4322,0.1356,958624666073,893137219956,383796600381
PUWZOZ,Nb,,,,,6.0100,11.4800,0.7789,1.0599,5.4700,0.3436,0.3128,693705512041,182114685106,658644162460
PUXBAO,Nb,,,,,0.3700,4.9000,-0.4318,0.6902,4.5300,0.0702,0.8596,38598336345,957337415454,481195194447
PUXBES,Nb,,,,,0.1600,0.6900,-0.7959,-0.1612,0.5300,0.1882,0.6235,264587562860,699622302861,230732745798
PUXCUJ,Nb,,,,,4.9200,5.7200,0.6920,0.7574,0.8000,0.4624,0.0752,102203848544,574398083375,84750894457
PUXDEU,Nb,,,,,0.1200,1.1300,-0.9208,0.0531,1.0100,0.0960,0.8080,781628848013,904147892557,524894953204
PUXHUN,Cu,+2,d9,"N,O",1-1,0.5800,1.6200,-0.2366,0.2095,1.0400,0.2636,0.4727,486018593013,453654360342,781412650620
PUXNEB01,Zn,+2,d10,O,1-1,0.2300,1.1000,-0.6383,0.0414,0.8700,0.1729,0.6541,388520447416,829411855294,597050389499
PUXNEB02,Zn,+2,d10,O,1-1,0.1700,1.1300,-0.7696,0.0531,0.9600,0.1308,0.7385,171255215212,829411855294,597050389499
PUXTEK,Cu,+2,d9,N,1-1,0.4800,5.2100,-0.3188,0.7168,4.7300,0.0844,0.8313,557339135097,372585342986,12607300463
PUXWAG,Cu,+2,d9,"N,O",1-1,0.2800,5.7900,-0.5528,0.7627,5.5100,0.0461,0.9077,905804970906,811516517917,715091650701
PUXWEK,Cu,+2,d9,"Cl,N",1-1,6.4200,12.3000,0.8075,1.0899,5.8800,0.3429,0.3141,894977234245,259651349251,920460657456
PUXZOX,Mo,,,O,1-1,4.7700,6.0000,0.6785,0.7782,1.2300,0.4429,0.1142,234682871714,598467306118,916263284993
PUYBIX,Cu,+2,d9,N,1-1,2.7700,6.0000,0.4425,0.7782,3.2300,0.3158,0.3683,539000192284,69540568962,381966023860
PUYBOA,Mo,,,"Cl,N",1-1,0.6700,5.4900,-0.1739,0.7396,4.8200,0.1088,0.7825,658541393508,298335088426,619671653529
PUYBOD,Cu,+2,d9,N,1-1,0.6300,6.5000,-0.2007,0.8129,5.8700,0.0884,0.8233,424088824613,737529285638,40997722028
PUYBUH,Cu,+2,d9,,,0.6800,3.8200,-0.1675,0.5821,3.1400,0.1511,0.6978,507578274018,752107658706,567513077818
PUYCAO,Cu,+2,d9,,,5.0500,6.8300,0.7033,0.8344,1.7800,0.4251,0.1498,116357518807,204439154468,619489311377
PUYCES,Cu,+2,d9,,,0.7900,6.3400,-0.1024,0.8021,5.5500,0.1108,0.7784,436345975360,609664439713,527472620423
PUYCIW,Cu,+2,d9,,,5.3400,6.5800,0.7275,0.8182,1.2400,0.4480,0.1040,839403746901,768222653559,118293749436
PUYWAI,Ti,,,"As,Cl",1-1,0.2400,5.3700,-0.6198,0.7300,5.1300,0.0428,0.9144,793758977608,402364886504,232511530996
PUYWOX,Cu,+2,d9,"N,O",1-1,4.6900,6.4000,0.6712,0.8062,1.7100,0.4229,0.1542,570743119606,779029121242,555396952027
PUYZUH,Cr,,,,,0.6500,0.9300,-0.1871,-0.0315,0.2800,0.4114,0.1772,681359350210,269026939879,211264919404
PUZJEC,Cr,,,Cl,1-1,1.0100,2.4800,0.0043,0.3945,1.4700,0.2894,0.4212,915309800902,344962765446,399948894587
PUZJOM,Cr,,,,,1.0900,1.3500,0.0374,0.1303,0.2600,0.4467,0.1066,872320802615,973167070711,599244031047
PUZKAZ,Cr,,,,,10.5200,8.3600,1.0220,0.9222,2.1600,0.5572,0.1144,788670936621,984457341765,376630866394
PUZPIM,Cr,,,,,6.9100,8.3500,0.8395,0.9217,1.4400,0.4528,0.0944,821800019971,590311322781,949233472069
PYDTCI,Fe,+2,d6,"C,N",1-1,0.1400,5.1500,-0.8539,0.7118,5.0100,0.0265,0.9471,318223078249,341126544400,977762225444
PYESAF10,Fe,+2,d6,"N,O",2,0.4500,0.5900,-0.3468,-0.2291,0.1400,0.4327,0.1346,142916044877,255393984288,432362807049
PYZNPO10,Zn,+2,d10,,,0.2500,0.6200,-0.6021,-0.2076,0.3700,0.2874,0.4253,227581562040,552713367256,1871666206
PYZTCI,Fe,+2,d6,"C,N",1-1,0.1400,5.3200,-0.8539,0.7259,5.1800,0.0256,0.9487,529087219354,44674902892,352979990946
QABFEI,Ru,+2,d6,"C,N",1-1,0.2100,1.7000,-0.6778,0.2304,1.4900,0.1099,0.7801,111875087741,868225173119,454399221969
QABFIM,Ru,+2,d6,"C,N",1-1,6.1400,6.3000,0.7882,0.7993,0.1600,0.4936,0.0129,268568107404,677824634557,581846189642
QABFUY,Ru,+2,d6,"C,N",1-1,6.0400,6.2500,0.7810,0.7959,0.2100,0.4915,0.0171,102963165491,243149116604,793321268032
QABGAF,Ru,+2,d6,"C,N",1-1,5.7000,5.9500,0.7559,0.7745,0.2500,0.4893,0.0215,81315885840,566740197942,756835540539
QABKEL,Ru,+2,d6,"N,P",1-1,1.1500,1.1500,0.0607,0.0607,0.0000,0.5000,0.0000,475501368428,870956430371,42761334760
QABKIP,Ru,+2,d6,,,1.0700,6.0900,0.0294,0.7846,5.0200,0.1494,0.7011,936317728512,813705205979,138824740132
QABKUB,Ru,+2,d6,,,1.6400,6.3100,0.2148,0.8000,4.6700,0.2063,0.5874,864517834116,750303472352,338172165276
QABSUK,Hg,,,,,0.8600,3.3500,-0.0655,0.5250,2.4900,0.2043,0.5914,196016384410,137069522750,939488155588
QABVAT,Ru,+2,d6,"C,N",1-1,5.1200,5.5300,0.7093,0.7427,0.4100,0.4808,0.0385,255064920829,626532382385,645504631049
QACWUQ,Ir,,,"C,N,P",1-1-1-1,5.6300,6.4900,0.7505,0.8122,0.8600,0.4645,0.0710,463890508941,965316064764,853951242862
QACZUT,Cu,+2,d9,O,1-1,5.0400,6.3100,0.7024,0.8000,1.2700,0.4441,0.1119,253450498484,529280729717,583213396749
QADDOS,Co,+2,d7,,,0.7000,6.0500,-0.1549,0.7818,5.3500,0.1037,0.7926,329537692476,618229250843,560985467612
QADDUY,Co,+2,d7,,,0.7200,1.9600,-0.1427,0.2923,1.2400,0.2687,0.4627,893778088071,544864753063,395769540749
QADPIY,V,,,,,0.1300,0.7800,-0.8861,-0.1079,0.6500,0.1429,0.7143,522673487494,788371221769,788744531086
QADROF,Ag,,,"N,S",2,1.0000,6.0100,0.0000,0.7789,5.0100,0.1427,0.7147,699798992877,164322292673,194945343737
QADTEX,Zn,+2,d10,,,4.8400,6.0300,0.6848,0.7803,1.1900,0.4453,0.1095,422709928866,21207855516,578252864039
QADTOH,Zn,+2,d10,,,4.8900,5.8600,0.6893,0.7679,0.9700,0.4549,0.0902,691080562098,402172216377,330823997828
QAFCEI,Cr,,,,,5.0100,6.0600,0.6998,0.7825,1.0500,0.4526,0.0949,488445075000,663235459040,446023935278
QAFCOS,Mn,,,,,0.8700,6.2300,-0.0605,0.7945,5.3600,0.1225,0.7549,62192687613,310501044514,162175255491
QAFCOS01,Mn,,,,,0.8700,1.0400,-0.0605,0.0170,0.1700,0.4555,0.0890,824055431091,185213999007,162175255491
QAFCUW,Cu,+2,d9,S,2,0.3100,5.2700,-0.5086,0.7218,4.9600,0.0556,0.8889,732980645223,482753132120,693720568106
QAFDAD,Ag,,,,,3.6500,4.1400,0.5623,0.6170,0.4900,0.4685,0.0629,518677794209,346571388524,462262466987
QAFDEH,Cu,+2,d9,,,0.7200,1.4000,-0.1427,0.1461,0.6800,0.3396,0.3208,825342150443,230343956193,693720568106
QAFGIQ,Ag,,,"N,S",4,6.8000,10.4100,0.8325,1.0175,3.6100,0.3951,0.2098,68557109998,263182020410,594271181174
QAFPET,Co,+2,d7,"N,O",1-1,4.3600,5.4800,0.6395,0.7388,1.1200,0.4431,0.1138,736920216319,810035776034,183707746423
QAGFAF,Zn,+2,d10,,,1.6500,5.2500,0.2175,0.7202,3.6000,0.2391,0.5217,574729218186,260443838804,65112917825
QAGFEJ,Cd,,,,,6.8900,8.6400,0.8382,0.9365,1.7500,0.4437,0.1127,389322212868,315513344266,895566474697
QAHFEK,V,,,,,0.4800,0.5800,-0.3188,-0.2366,0.1000,0.4528,0.0943,43390528208,615732745617,79659480178
QAHGOX,V,,,,,6.5300,6.9200,0.8149,0.8401,0.3900,0.4855,0.0290,206934057581,110777523525,366392549843
QAHKIV,Cr,,,"N,O",1-1,4.6800,4.8300,0.6702,0.6839,0.1500,0.4921,0.0158,138164330048,355087485086,271618463056
QAHMAO,Hg,,,,,4.0400,1.8100,0.6064,0.2577,2.2300,0.6906,0.3812,549696185614,251690056332,737959491218
QAHNUK,Zn,+2,d10,"N,O",1-1,6.1600,12.5000,0.7896,1.0969,6.3400,0.3301,0.3398,793241876247,218881588486,343614086359
QAHNUK01,Zn,+2,d10,"N,O",1-1,6.5800,7.5300,0.8182,0.8768,0.9500,0.4663,0.0673,449977245196,820383590648,343614086359
QAHQAS,V,,,,,0.5800,2.6300,-0.2366,0.4200,2.0500,0.1807,0.6386,366267020870,274871739744,877639946584
QAHQIB,Mn,,,,,0.8900,6.5500,-0.0506,0.8162,5.6600,0.1196,0.7608,822311569041,642330168957,640368590830
QAHRUO,Zn,+2,d10,,,0.7300,6.3700,-0.1367,0.8041,5.6400,0.1028,0.7944,229414653508,199763140284,26988342536
QAHSID,Cu,+2,d9,,,8.4200,13.7100,0.9253,1.1370,5.2900,0.3805,0.2390,707910935348,619359923423,307609579300
QAHTAW,Cu,+2,d9,,,0.6100,0.7500,-0.2147,-0.1249,0.1400,0.4485,0.1029,808210420067,835258958853,320865517233
QAHXUU,Zn,+2,d10,"N,O",1-1,0.1400,5.7700,-0.8539,0.7612,5.6300,0.0237,0.9526,818919886519,572283554313,983008494241
QAHYUW,Cu,+2,d9,"Br,N",1-1,4.5900,7.1000,0.6618,0.8513,2.5100,0.3926,0.2147,419996533935,76890014945,731170803860
QAHZUY,Co,+2,d7,C,4,0.3100,0.6800,-0.5086,-0.1675,0.3700,0.3131,0.3737,457199163899,93101490378,80059881990
QAJCUB,Cu,+2,d9,,,8.8000,7.4500,0.9445,0.8722,1.3500,0.5415,0.0831,17133146292,507231795651,457863495630
QAJFOX,Nb,,,,,6.6000,10.0800,0.8195,1.0035,3.4800,0.3957,0.2086,328377208462,701098364093,201882555707
QAJKOE,V,,,,,1.1300,6.3900,0.0531,0.8055,5.2600,0.1503,0.6995,994680101321,887073707981,723788115538
QAJSUQ,Cu,+2,d9,"N,O",3-1,11.4800,14.7000,1.0599,1.1673,3.2200,0.4385,0.1230,12277812265,334731180776,950732463757
QAJTAX,Cu,+2,d9,O,2,4.9600,7.3200,0.6955,0.8645,2.3600,0.4039,0.1922,717068474804,919283976172,203396469076
QAKLEU,Zn,+2,d10,N,1-1,0.4100,6.4500,-0.3872,0.8096,6.0400,0.0598,0.8805,983800984972,110410755316,913077967762
QAKVEE,Zn,+2,d10,"N,O",1-1,0.5300,5.5600,-0.2757,0.7451,5.0300,0.0870,0.8259,74364592023,350520108622,713482983013
QALDAM,W,,,,,4.9300,5.6800,0.6928,0.7543,0.7500,0.4647,0.0707,324065997105,559278055864,796911146392
QALFIU,Fe,+2,d6,,,4.6500,6.0900,0.6675,0.7846,1.4400,0.4330,0.1341,873640977543,87406392119,311723514543
QALHAM,Cu,+2,d9,N,1-1-1-1,5.3100,6.1400,0.7251,0.7882,0.8300,0.4638,0.0725,919793658661,403671104160,637002532568
QALJAS,Zn,+2,d10,,,4.7200,5.7200,0.6739,0.7574,1.0000,0.4521,0.0958,190582563396,91723727084,795278603003
QALMUM,Zn,+2,d10,,,0.4300,0.6100,-0.3665,-0.2147,0.1800,0.4135,0.1731,326925074104,631156555054,51091248083
QALSAX,Ru,+2,d6,,,5.7600,6.5200,0.7604,0.8142,0.7600,0.4691,0.0619,943063221852,160989708318,551221837122
QALWOQ,V,,,,,5.0400,5.6500,0.7024,0.7520,0.6100,0.4715,0.0571,708507707790,845070625972,907160338827
QALXEH,Cu,+2,d9,"Cl,N",1-1,0.6900,0.8200,-0.1612,-0.0862,0.1300,0.4570,0.0861,801253994389,811196671070,716556029733
QALZIM,Cu,+2,d9,O,1-1,0.3500,0.4600,-0.4559,-0.3372,0.1100,0.4321,0.1358,956647131390,189608568892,479550582939
QALZIM01,Cu,+2,d9,O,1-1,0.3400,0.4700,-0.4685,-0.3279,0.1300,0.4198,0.1605,416709229896,189608568892,479550582939
QAMBAI,Co,+2,d7,"Cl,N",1-1,0.8600,6.0600,-0.0655,0.7825,5.2000,0.1243,0.7514,961165046260,556369959740,855822678272
QAMBAI01,Co,+2,d7,"Cl,N",1-1,0.8600,6.0600,-0.0655,0.7825,5.2000,0.1243,0.7514,961165046260,556369959740,855822678272
QAMBUD,Cu,+2,d9,N,1-1,1.0300,4.6000,0.0128,0.6628,3.5700,0.1829,0.6341,816943924003,457589151807,215847102681
QAMLAR,Zn,+2,d10,"N,O",1-1,0.3300,6.2800,-0.4815,0.7980,5.9500,0.0499,0.9002,155390992479,57854494102,267726702815
QAMPUR,Zn,+2,d10,N,1-1,0.3000,1.1300,-0.5229,0.0531,0.8300,0.2098,0.5804,792555348533,175967719834,183913238031
QAMTEH,Zn,+2,d10,,,5.3100,5.4800,0.7251,0.7388,0.1700,0.4921,0.0158,715836373933,431533284350,673196528737
QANDIT,Cu,+2,d9,N,1-1,0.5600,0.5800,-0.2518,-0.2366,0.0200,0.4912,0.0175,588839694480,872368590047,848353590163
QANDIT01,Cu,+2,d9,N,1-1,4.3000,5.7400,0.6335,0.7589,1.4400,0.4283,0.1434,866203967129,196696887533,848353590163
QANGAN,Co,+2,d7,N,2-2,5.2400,6.1600,0.7193,0.7896,0.9200,0.4596,0.0807,193434119320,187689301777,647355398132
QANLEW,Zn,+2,d10,"N,O",1-1,10.4200,13.2200,1.0179,1.1212,2.8000,0.4408,0.1184,681041767386,362821685193,719103211933
QANMEX,Fe,+2,d6,,,14.2100,8.8400,1.1526,0.9465,5.3700,0.6165,0.2330,578985752169,330172527605,290001798753
QANRII,Cu,+2,d9,N,1-1,5.7900,6.4600,0.7627,0.8102,0.6700,0.4727,0.0547,208166625236,762041597180,752074506394
QANSEF,Cu,+2,d9,"N,O,S",2-1-1,5.1000,6.0800,0.7076,0.7839,0.9800,0.4562,0.0877,210616071118,871227326174,819570335373
QANTEI,Cu,+2,d9,"Cl,O",1-1,4.5800,4.7400,0.6609,0.6758,0.1600,0.4914,0.0172,527150253783,243919508084,579653370453
QANWAF,Zr,,,"Cl,P",1-1,0.8900,1.7200,-0.0506,0.2355,0.8300,0.3410,0.3180,561401728922,11860447906,110905404093
QANWIN,Zr,,,,,0.4900,4.8200,-0.3098,0.6830,4.3300,0.0923,0.8154,38788427931,983057436078,189611811266
QANWUZ,Zr,,,"Cl,P",1-1,0.8000,5.2700,-0.0969,0.7218,4.4700,0.1318,0.7364,80456529787,960222210555,647109878108
QANXIO,Zr,,,"I,P",1-1,1.6400,6.5900,0.2148,0.8189,4.9500,0.1993,0.6015,262273390110,340869163185,264209034743
QAPCET,Cu,+2,d9,N,1-1,0.4700,0.9000,-0.3279,-0.0458,0.4300,0.3431,0.3139,937054830556,791805717642,133815492514
QAPCOZ,Ta,,,N,1-1,0.1700,1.1800,-0.7696,0.0719,1.0100,0.1259,0.7481,535699269717,564228883378,335406957323
QAPNOK,Cu,+2,d9,N,2,4.0700,6.2800,0.6096,0.7980,2.2100,0.3932,0.2135,305356401077,683746605653,87969326708
QAPPIG,Cu,+2,d9,N,2,4.2100,6.3500,0.6243,0.8028,2.1400,0.3987,0.2027,883721587387,676906680466,244784914145
QAPTEI,Hg,,,,,1.2900,2.0100,0.1106,0.3032,0.7200,0.3909,0.2182,442297411510,798190573873,411256188789
QAPTIM,Hg,,,,,4.8000,5.4000,0.6812,0.7324,0.6000,0.4706,0.0588,65941749850,260051554829,557154852390
QAPYIR,Cu,+2,d9,"N,S",2,5.1500,6.4000,0.7118,0.8062,1.2500,0.4459,0.1082,731524433760,112090605164,837028487065
QAPYOX,Cu,+2,d9,N,2,7.8600,7.6200,0.8954,0.8820,0.2400,0.5078,0.0155,966711103864,441399515425,329345214678
QAPZOY,Co,+2,d7,,,1.0300,6.7400,0.0128,0.8287,5.7100,0.1326,0.7349,750199952641,555280193212,68256850317
QAPZUE,Co,+2,d7,,,5.2400,6.8400,0.7193,0.8351,1.6000,0.4338,0.1325,858298576041,751167402163,29797540092
QAQBAN,Co,+2,d7,,,0.6600,4.4300,-0.1805,0.6464,3.7700,0.1297,0.7407,791378234543,664658663763,918534715823
QAQBER,Ni,+2,d8,,,3.5700,4.9700,0.5527,0.6964,1.4000,0.4180,0.1639,163394844049,317080159412,790667814903
QAQCAN,Cu,+2,d9,N,4,11.2100,8.5800,1.0496,0.9335,2.6300,0.5664,0.1329,946677348737,348840156000,44342710783
QAQFEW,Ti,,,,,3.9500,6.6000,0.5966,0.8195,2.6500,0.3744,0.2512,776739586181,692597369448,493918064577
QAQFOG,Ti,,,,,5.3600,6.4900,0.7292,0.8122,1.1300,0.4523,0.0954,556050678261,104442034596,33814193816
QAQFUM,Ti,,,,,5.2200,6.4900,0.7177,0.8122,1.2700,0.4458,0.1085,543412615345,215734907281,163482389046
QAQMAX,Ru,+2,d6,"N,P",2-2,0.8500,5.1400,-0.0706,0.7110,4.2900,0.1419,0.7162,857086730422,193025892612,569987399520
QAQPEG,Re,,,,,0.8100,6.2400,-0.0915,0.7952,5.4300,0.1149,0.7702,641484294563,63183640423,779894094031
QAQQAB,Ru,+2,d6,"C,P",1-1,5.7800,6.2200,0.7619,0.7938,0.4400,0.4817,0.0367,813389575756,92774502536,868588645196
QAQVEJ,Ta,,,"N,O",1-1,0.2200,3.9900,-0.6576,0.6010,3.7700,0.0523,0.8955,790220404157,807604416909,455292070274
QAQVEJ01,Ta,,,"N,O",1-1,0.2200,3.9900,-0.6576,0.6010,3.7700,0.0523,0.8955,790220404157,807604416909,455292070274
QAQWAG,Re,,,"N,O",1-1,4.2300,5.6900,0.6263,0.7551,1.4600,0.4264,0.1472,49425935966,542673013360,9113772771
QAQWEK,Re,,,,,5.1500,6.1200,0.7118,0.7868,0.9700,0.4570,0.0861,677083430014,474381681744,52588979010
QAQXIQ,Tc,,,,,0.0500,1.3700,-1.3010,0.1367,1.3200,0.0352,0.9296,87982767207,518653795535,535719276446
QAQXOW,Tc,,,,,0.1100,0.8400,-0.9586,-0.0757,0.7300,0.1158,0.7684,266590683418,359896992519,389676911339
QAQXUC,Tc,,,,,0.2600,1.0000,-0.5850,0.0000,0.7400,0.2063,0.5873,788494188933,337849351813,165002949002
QAQZOB,Cu,+2,d9,"N,O",1-1,13.0800,17.1500,1.1166,1.2343,4.0700,0.4327,0.1346,300970865814,938601984654,115652972173
QARLIE,Cr,,,C,1-1-1-1,5.6300,5.9600,0.7505,0.7752,0.3300,0.4858,0.0285,239251352921,639835874750,402606621283
QARNUT,Cu,+2,d9,"N,O",4,4.7900,6.2500,0.6803,0.7959,1.4600,0.4339,0.1322,277907758101,105680244280,491812428684
QARREK,Ru,+2,d6,,,1.1700,7.4300,0.0682,0.8710,6.2600,0.1360,0.7279,269829788632,609264078038,137658457375
QARRIO,Ru,+2,d6,,,0.9800,0.9900,-0.0088,-0.0044,0.0100,0.4975,0.0051,516823597951,928654159651,27140660487
QARSAH,Ru,+2,d6,"N,S",2,5.5800,6.8000,0.7466,0.8325,1.2200,0.4507,0.0985,661928577342,152087690948,792608929018
QARSEL,Ru,+2,d6,,,5.5500,6.8000,0.7443,0.8325,1.2500,0.4494,0.1012,821958125308,207329138475,373098484897
QARSOU,Cu,+2,d9,N,1-1,0.3900,4.5800,-0.4089,0.6609,4.1900,0.0785,0.8431,738111843145,344232056148,45204064174
QARVUD,Cu,+2,d9,N,1-1,0.6500,1.8800,-0.1871,0.2742,1.2300,0.2569,0.4862,22388124208,249956457806,302657035132
QARWIP,Cu,+2,d9,"Cl,N",2-1-1,5.4700,5.9300,0.7380,0.7731,0.4600,0.4798,0.0404,902946893547,725493374821,528451672526
QARXIS,Fe,+2,d6,"N,O",1-1,4.2700,5.4400,0.6304,0.7356,1.1700,0.4398,0.1205,847925493844,345241906105,218168599693
QARYOX,Co,+2,d7,"N,S",2,1.0600,6.0000,0.0253,0.7782,4.9400,0.1501,0.6997,538378801059,645200098426,785723853101
QASFIB,Zn,+2,d10,O,1-1,4.4700,5.7300,0.6503,0.7582,1.2600,0.4382,0.1235,779307706545,704607314374,5164016443
QASRUZ,Mn,,,"N,O",1-1,4.9700,6.2500,0.6964,0.7959,1.2800,0.4430,0.1141,386666831263,47377238357,336687972736
QASSOU,Mn,,,"C,N",1-1,5.8600,5.9500,0.7679,0.7745,0.0900,0.4962,0.0076,181169341718,128142789873,88452331849
QASYAK,Re,,,,,0.5600,1.0700,-0.2518,0.0294,0.5100,0.3436,0.3129,813814027429,26320186088,599923305443
QASYEO,Re,,,,,5.1800,6.0000,0.7143,0.7782,0.8200,0.4633,0.0733,734756764852,956011651926,148027815811
