refcode,metal,oxidation_state,d_count,metal_row,donor_set,S_Oh,S_TPr,JT_proxy,L0_hash,L1_hash,L3_hash
HANPUK,Rh,+3,d6,5,"C,Cl,O,P",0.2300,5.5000,0.2300,732201149492,640102286179,582632819751
HANQAR,Rh,+3,d6,5,"Br,C,O,P",5.5900,5.9800,5.5900,459549468651,282075508786,41850883233
HANQEW,Fe,+2,d6,4,"N,O",3.8300,5.2300,3.8300,992557015763,235257829339,121102123037
HANVUP,Cr,,,4,N,6.2600,13.7900,6.2600,887560524776,886118010136,880521086826
HANXEZ,Ti,,,4,"N,O",4.4400,9.2800,4.4400,840819205925,312329855803,452042836428
HANXUS,Cu,+2,d9,4,N,1.0900,7.3500,1.0900,898281871999,836447741645,170724132880
HANYAZ,Cu,+2,d9,4,N,1.0900,7.5100,1.0900,98083244544,836447741645,170724132880
HAPDOU,Fe,+2,d6,4,N,0.9600,7.0300,0.9600,204769435641,598945849152,905463078126
HAPGAK,Ni,+2,d8,4,"C,N",5.9800,6.0300,5.9800,444192446818,829311166917,15051971201
HAPMIY,Mn,,,4,O,5.8600,6.4000,5.8600,341432790456,786306654456,215273287293
HAPMOE,Mn,,,4,O,4.0900,7.6500,4.0900,741498627633,9602541110,592888135690
HAPNIZ,Mn,,,4,"N,O",3.9600,8.6400,3.9600,450828069200,827174224870,529831659479
HAPNOF,Mn,,,4,O,4.0800,8.6100,4.0800,517770723676,184810826069,287484596852
HAPPAP,Mn,,,4,"C,O",0.0800,5.1200,0.0800,476894375707,540353516295,904596711241
HAPPAT,Mn,,,4,"N,O",5.4000,6.0200,5.4000,864993185134,355752657773,529831659479
HAPYIJ,Re,,,6,"C,N",6.1100,13.4200,6.1100,880020979925,473533323500,193227014531
HAPYUV,Re,,,6,"C,N",5.3800,6.8800,5.3800,404926782683,381426200148,472340649614
HAPZOR,Ru,+2,d6,5,"N,O",4.4900,8.8000,4.4900,221356724171,44795017146,374945805039
HAPZUT,Co,+3,d6,4,N,3.7400,7.0300,3.7400,899484384248,401989316654,605756053245
HAQFEO02,Fe,+2,d6,4,N,5.0100,7.1700,5.0100,855377534912,831207073899,864007215889
HAQHIU,Fe,+2,d6,4,,2.9200,4.2900,2.9200,241687376787,376923596409,864007215889
HAQHIU01,Fe,+2,d6,4,N,6.3500,6.7300,6.3500,809027181236,142562251974,864007215889
HAQHOW,Ru,+2,d6,5,"C,P",6.1000,7.3800,6.1000,261301454678,596642035390,99275125792
HAQJUE,Ru,+2,d6,5,P,6.9000,6.9600,6.9000,759279974244,640838118513,479219558026
HAQKAL,Ru,+2,d6,5,P,6.2800,10.3200,6.2800,892385223297,604693345111,871439477212
HAQKOD,Tc,,,5,"C,N,P",5.7700,7.2200,5.7700,554081056860,53454601343,409099915988
HAQKOD01,Tc,,,5,"C,N,P",5.9800,7.0400,5.9800,255875105859,53454601343,409099915988
HAQNAO,W,,,6,"C,P",3.8200,5.6700,3.8200,464300861254,298377384806,966621571524
HAQNOC,Ru,+2,d6,5,"C,N,P",6.1800,7.5200,6.1800,136274972596,218434635787,704772261411
HAQRAW,Fe,+2,d6,4,N,6.8300,12.6800,6.8300,425592212845,764287745828,864007215889
HAQROK,Fe,+2,d6,4,N,4.5800,5.4900,4.5800,584146870544,631063840547,864007215889
HAQVUQ,Os,,,6,"C,P",4.0500,5.6600,4.0500,862800225334,173704069203,890365239002
HARCIP,Ru,+2,d6,5,O,5.5700,5.5800,5.5700,37294534152,282183552316,821687628958
HARHEN,Ru,+2,d6,5,"C,N,O",5.7700,6.9100,5.7700,893004320454,877722900316,82114600263
HARJEP,Mn,,,4,N,7.0800,8.3500,7.0800,537640539303,673492393703,426692735410
HARLER,Fe,+2,d6,4,"F,N",0.1900,5.9300,0.1900,179253702943,506839180911,269451256591
HARLIV,W,,,6,"Cl,N",5.5100,7.2200,5.5100,644501697367,612312933199,243002990724
HARSEA,Ru,+2,d6,5,"Cl,N",4.0800,4.1100,4.0800,569768436455,716173890888,498283835058
HARTOJ,Cr,,,4,"C,N",4.3900,9.4100,4.3900,638267472909,675235314705,144230453468
HARTUP,Mn,,,4,"C,N",5.5600,8.5200,5.5600,894366269504,875881422642,309404090734
HARZUV,Co,+3,d6,4,"Br,N",4.2700,8.8700,4.2700,821152459934,264585341316,638124374961
HASBAI,V,,,4,"N,O",3.8800,8.3300,3.8800,665942610276,874193988752,587647216952
HASHUE,Pt,+4,d6,6,"Br,C,N",4.6500,6.0600,4.6500,68009158287,224054606169,503897266471
HASJEQ,Fe,+2,d6,4,"C,N,S",6.1900,13.1100,6.1900,63880853034,273324813470,628186518677
HASNAQ,Ru,+2,d6,5,"N,P,S",5.1200,5.3500,5.1200,376706620630,287801662340,672201524058
HATBEL,Co,+3,d6,4,"Cl,N",4.2000,7.2600,4.2000,345172868412,205296372731,496133150211
HATCAG,Cd,,,5,,1.2000,3.8800,1.2000,622313349693,725762873094,578361582887
HATDEN,Zr,,,5,,4.6600,11.1800,4.6600,449035949229,958181081209,519931660137
HATDIP,Cu,+2,d9,4,N,0.4100,5.9600,0.4100,454139972165,568232001669,546034762764
HATJUJ,Ru,+2,d6,5,N,5.4500,7.0500,5.4500,93467911246,35103299532,224698128128
HATMAS,Mo,,,5,,7.6500,13.4700,7.6500,846726016425,36764924572,922950388198
HATMEY,Mn,,,4,"N,O",5.4200,8.3700,5.4200,916019237279,826512084009,342734615735
HATMIC,Co,+3,d6,4,"N,O",0.0400,5.5000,0.0400,709445984285,808079113063,606066907367
HATMOI,Zn,+2,d10,4,"N,O",4.5200,5.3200,4.5200,36456804895,959421872040,448421836347
HATMUL,Mn,,,4,"C,O,P",0.5100,5.4500,0.5100,819539092592,545930486593,273711768796
HATNAU,Ir,,,6,"C,N",4.5400,4.6300,4.5400,12371618896,631435473303,261975839275
HATNEW,Mn,,,4,"C,Cl,P",4.5600,7.3800,4.5600,516755104193,86716856415,595739137209
HATNIA,Mn,,,4,"Br,C,P",6.5500,6.6100,6.5500,730654655202,434891820251,51281345177
HATNOG,Mn,,,4,"C,N,P",4.5300,6.5500,4.5300,205096292549,90093923293,941411748981
HATNUM,Mn,,,4,"C,P",6.0100,7.5100,6.0100,96929481358,264434064711,538280949258
HATPAU,Mn,,,4,"C,O,P",6.1600,7.6100,6.1600,599631926329,107566781341,304799935090
HATROM,Mo,,,5,"N,O",5.4300,5.6100,5.4300,476175240361,554962868968,207987567487
HATRUS,W,,,6,"N,O",6.2800,7.5800,6.2800,665643333326,23972233779,98381292547
HATTIG,Cr,,,4,,3.9100,8.7100,3.9100,499501181836,599965315003,462651477378
HATVIL,Co,+3,d6,4,"N,O",4.0400,10.5300,4.0400,123276950552,733879961762,748418650920
HATWIL,Cd,,,5,"N,S",5.6900,7.7500,5.6900,320283647964,270743126251,425058878930
HATXIK,Ni,+2,d8,4,N,5.6200,12.9800,5.6200,881944263260,18896611524,958756222916
HATXOQ,Ni,+2,d8,4,"N,O",5.1400,6.3800,5.1400,714316460246,425816550484,649704265278
HAVBIS,Cu,+2,d9,4,,4.3800,9.2100,4.3800,368893096350,78024660691,403008138418
HAVFOB,Re,,,6,"C,N,P",3.8700,5.5400,3.8700,72036745840,246602712434,670397268099
HAVFUH,Re,,,6,"C,N,P",4.4000,8.6500,4.4000,219750759457,415108374982,847162620535
HAVGAO,Re,,,6,"C,N,P",4.2600,5.8000,4.2600,850268040694,211898134050,217040744137
HAVGES,Re,,,6,"C,N,P",6.4800,13.0200,6.4800,529286518834,132074074553,286682343604
HAVGIW,Re,,,6,"C,N,P",4.2600,5.7500,4.2600,53458504387,658828118261,21915052297
HAVGOC,Re,,,6,"C,N,P",4.1800,9.5200,4.1800,310798022862,402818703241,88517657151
HAVHAP,Re,,,6,"C,N,P",0.4600,6.2500,0.4600,592389439029,557462077623,368161838148
HAVHET,Re,,,6,"C,N,P",4.4900,9.4500,4.4900,402757466306,180802940823,594755940153
HAVHOD,Re,,,6,"C,N,P",6.4900,6.5900,6.4900,297984327861,935208074158,982758768729
HAVHUJ,Re,,,6,"C,N,P",5.7000,5.9700,5.7000,56805649334,193572550527,820628121233
HAVJIZ,Mn,,,4,"N,S",5.6700,6.9000,5.6700,839850514810,526153268395,293623135742
HAVJOF,Mn,,,4,"N,S",5.4700,5.6800,5.4700,272364515187,818410993384,293623135742
HAVKOI,Cd,,,5,O,0.0400,5.8400,0.0400,503772331856,275282178020,751077289199
HAVNIE,Ru,+2,d6,5,"N,O",3.3700,9.6100,3.3700,478873516990,215727538491,693051581495
HAVPAX,W,,,6,"C,O",4.0500,7.3800,4.0500,556520355369,39504976982,461093818830
HAVQIH,Ni,+2,d8,4,N,5.3400,7.5100,5.3400,482391032407,451134570298,718351101850
HAVQUT,Cu,+2,d9,4,"N,O",0.8300,6.6700,0.8300,41405123521,244949437419,603402287011
HAVRII,Fe,+2,d6,4,N,3.8400,7.8000,3.8400,823136658781,76734898547,63834753436
HAVTII,Ru,+2,d6,5,N,5.3800,6.3100,5.3800,232578007483,185448836843,746355699409
HAVVEI,Cu,+2,d9,4,"N,O",0.3300,6.1500,0.3300,529045190431,218349556414,574295084360
HAVVIM,W,,,6,"N,S",5.9500,7.2900,5.9500,293247448598,574249594249,525148487818
HAVVOS,W,,,6,"N,S,Se",6.0500,7.4800,6.0500,802501712171,195245421594,701168756692
HAVVUY,W,,,6,"N,S",5.6700,5.6900,5.6700,742243990497,860109417749,278594331240
HAVWIM,Co,+3,d6,4,S,0.2300,5.8000,0.2300,461132210505,799044453232,661262259953
HAVXIM,Ru,+2,d6,5,"Cl,N,P",5.6100,6.1700,5.6100,154056295442,555545541945,540087648500
HAWBOA,Mn,,,4,,4.4000,5.7200,4.4000,629141436368,630513267502,392229628370
HAWBUG,Mn,,,4,,3.9600,6.4400,3.9600,132132288457,910026602356,672077133083
HAWCAN,Mn,,,4,,3.9400,10.2200,3.9400,326956979852,798614363343,357519592356
HAWCEQ,Ir,,,6,"C,N",4.8100,4.9400,4.8100,936205300790,537706205543,265474926094
HAWCER,Mn,,,4,,5.4800,7.1400,5.4800,920872631279,19632260016,532628968292
HAWCUD,Re,,,6,C,3.8000,5.8700,3.8000,965331679719,923975193292,316898364426
HAWDOB,Cr,,,4,"Cl,N",5.6200,6.7400,5.6200,932694349588,74961919890,680778925451
HAWHUL,V,,,4,"N,O",5.8200,13.1300,5.8200,707016188138,436134856443,184713229247
HAWJAT,V,,,4,O,6.2500,13.0400,6.2500,970003605094,806515581481,793084360172
HAWJOE01,Cu,+2,d9,4,"N,O",0.8200,5.2700,0.8200,752647741454,671297841202,91196710751
HAWMOL,Cu,+2,d9,4,"N,O",1.2700,6.0400,1.2700,215714854241,748037847201,994763006450
HAWNOK,Mn,,,4,"C,N",3.7200,5.5600,3.7200,333363124589,103472023989,746318067481
HAWNUQ,Mn,,,4,"C,N",5.9000,12.5400,5.9000,653494606794,270675343854,697634667653
HAWQOM,Ir,,,6,"C,N",4.6000,4.6800,4.6000,794865552835,570209181258,69140189886
HAXBUF,Zn,+2,d10,4,N,4.2200,8.4600,4.2200,275680521994,412302219604,106650805322
HAXCAO,Ti,,,4,,4.8100,6.8100,4.8100,93435348608,623134908057,30370381554
HAXCOA,Fe,+2,d6,4,"C,I",4.8400,7.0200,4.8400,207099618477,782685061096,289617304353
HAXCOB,Ru,+2,d6,5,"Cl,N",4.2300,9.9200,4.2300,673965700166,474428594582,256520985804
HAXFOE,Ir,,,6,"C,Cl,N",3.8600,6.8100,3.8600,890085174495,724283575497,405132561518
HAXHAT,Mo,,,5,O,3.9500,7.1700,3.9500,304513102032,618581577620,749282877295
HAXHIY,Fe,+2,d6,4,N,6.0600,13.1100,6.0600,219466360967,618288504548,822183716796
HAXPAA,V,,,4,O,3.9100,8.4700,3.9100,494879922719,447060768301,238987948304
HAXPIJ,Co,+3,d6,4,O,0.1000,6.1700,0.1000,698370242739,494247012706,135735761447
HAXSIJ,Mo,,,5,O,5.9000,6.4800,5.9000,910756589545,476394510390,848731106233
HAXSIK,Ru,+2,d6,5,"Cl,N",6.2200,7.1800,6.2200,718658373264,88615825295,290316922873
HAXSOQ,Ru,+2,d6,5,"N,O",6.7400,8.6100,6.7400,835221197591,640432261745,345556536037
HAXXIP,Zn,+2,d10,4,,6.0400,6.9600,6.0400,150566539837,395709746756,436857723155
HAXYAH,Fe,+2,d6,4,"Cl,N",4.0300,7.5200,4.0300,304970019642,494183370555,389178208311
HAXZEN,Pt,+4,d6,6,"Cl,N",3.9300,4.3100,3.9300,114951588489,701584419020,16548009339
HAXZIR,Ni,+2,d8,4,"N,O",4.3400,5.4800,4.3400,421871488919,203822466210,828854819906
HAYBAL,Nb,,,5,"N,S",2.6800,5.7700,2.6800,980071425984,539540264157,303654119402
HAYBAM,Ni,+2,d8,4,"N,O",3.4900,9.5700,3.4900,157400281347,82567511579,414060610731
HAYCER,Mn,,,4,"N,O",3.7200,4.1000,3.7200,34394077223,636137416174,456278708198
HAYCIV01,Ru,+2,d6,5,"Cl,N,P",3.8000,5.6800,3.8000,98792299949,392499261020,543821113875
HAYCUG,Ru,+2,d6,5,"Cl,P",0.0200,5.7800,0.0200,751802608582,498134774051,979800162738
HAYCUH,Ni,+2,d8,4,"N,O",0.0800,5.2800,0.0800,769565459237,363777149592,827242607220
HAYGOE,Cd,,,5,N,3.6700,7.1300,3.6700,808893887211,679211873630,809960082879
HAYHAS,Cu,+2,d9,4,"N,O",0.4600,6.0800,0.4600,312792895910,409822135717,555610701636
HAYHEW,Co,+3,d6,4,"N,O",0.2700,5.1600,0.2700,419441421689,239645782720,63110875169
HAYHOG,Re,,,6,"Cl,O,P",5.7300,6.7500,5.7300,803408423393,376448982528,103369942230
HAYJUQ,Ni,+2,d8,4,,3.9500,6.9700,3.9500,649234628266,333513892793,73280435573
HAYLIC,Mo,,,5,"N,O",4.1100,7.2300,4.1100,750362493094,898034792355,516556751121
HAYLOK,Cd,,,5,,5.0700,5.3800,5.0700,814133591473,940335738876,494116454808
HAYLOK01,Cd,,,5,,5.5000,8.4300,5.5000,193146784326,842228980317,494116454808
HAYMIH,W,,,6,O,5.8400,12.9200,5.8400,209629223483,441028962101,54678723507
HAYNOM,Zn,+2,d10,4,"N,O",0.0900,5.9800,0.0900,7722591113,133024735324,149130000381
HAYRIM,Ni,+2,d8,4,,7.0500,8.6000,7.0500,743827764690,927451983353,482673876045
HAYROS,Ni,+2,d8,4,,7.0900,8.7600,7.0900,771522037998,739060713587,190070924682
HAYSOQ,Mn,,,4,O,5.8900,6.0300,5.8900,78457088645,651876756431,791493363494
HAYTUX,Mn,,,4,"N,O",0.0100,5.5600,0.0100,402987336026,598214878065,994498449607
HAYVIO,Ni,+2,d8,4,N,0.0300,6.0000,0.0300,569394187437,200713189170,445842936086
HAYWAJ,Ru,+2,d6,5,"Br,C,N,P",4.5300,5.8200,4.5300,599137941527,468049157757,622083687530
HAYXAG,Cr,,,4,C,5.5700,5.9100,5.5700,962753642309,369990715776,833784378356
HAYXEK,Cr,,,4,C,5.8900,7.0400,5.8900,378787518091,608571488173,851548971741
HAYZUC01,V,,,4,,6.6800,7.3300,6.6800,295108011136,318691331825,528806557885
HAZDNI,Ni,+2,d8,4,"N,O",5.7000,7.6600,5.7000,43306203846,566942982268,119776891012
HAZFOG,Re,,,6,"C,Cl,N",4.4100,8.1400,4.4100,81335012811,808324409342,435659110839
HAZGEU,Mo,,,5,"N,O",6.1700,6.4500,6.1700,328545441367,117448482091,906452095036
HAZHEY,Ru,+2,d6,5,"C,Cl,O,P",6.0900,8.7400,6.0900,564498111866,879378980738,287178016538
HAZHIC,Ru,+2,d6,5,"N,O,P",3.8300,5.2300,3.8300,819346480282,476764930386,182929527189
HAZHOI,Ru,+2,d6,5,"Cl,N,O,P",6.2000,6.9600,6.2000,904114446247,924700241974,957729944719
HAZJIE,Ru,+2,d6,5,"O,P",6.1900,13.2700,6.1900,381583945819,562174836579,158365864489
HAZNIG,Ru,+2,d6,5,"N,P",0.4300,5.8700,0.4300,75179777985,504168726248,113308125238
HAZNOM,Ru,+2,d6,5,"N,P",0.4500,5.7800,0.4500,577320081992,68580690706,431082537401
HAZPAD02,Fe,+2,d6,4,N,4.5600,12.8000,4.5600,352980675019,31679258365,413378214604
HAZPAD04,Fe,+2,d6,4,,4.4200,7.3600,4.4200,387694399724,33882800113,413378214604
HAZQAD,Fe,+2,d6,4,"C,N",4.0100,8.4800,4.0100,347058092020,884657572708,955526322776
HAZRAE,Fe,+2,d6,4,N,5.5700,5.6100,5.5700,537417850760,96094527017,21276978994
HAZSEG,Ni,+2,d8,4,"N,O",0.2100,5.3000,0.2100,828782754062,754441269943,748560392999
HAZSUW,Mn,,,4,"N,O",5.8300,6.5100,5.8300,143682183190,334861937684,620253621889
HAZTAD,Mn,,,4,"N,O",0.4200,7.5900,0.4200,335648936912,867825517877,981579193754
HAZVEL,W,,,6,"N,S",6.2100,6.2400,6.2100,822448332582,77145367560,716825175316
HAZYOW,Mo,,,5,,4.2600,7.8700,4.2600,168195813403,761178823440,847911997369
HAZYOW01,Mo,,,5,,4.2600,7.8700,4.2600,168195813403,761178823440,847911997369
HAZZEN,Ir,,,6,"Cl,N,O",4.1900,8.8800,4.1900,847266416048,531767262173,428435873232
HAZZUE,W,,,6,C,3.8500,8.8100,3.8500,345595462656,524642553478,65665717677
HEBBIA,Zn,+2,d10,4,N,4.2600,7.4400,4.2600,652849088073,165501073956,699108663517
HEBCOK,Co,+3,d6,4,N,4.7500,6.3000,4.7500,506591530846,354278138651,160491475029
HEBCOK01,Co,+3,d6,4,N,4.3900,6.1500,4.3900,331240748435,783842110638,160491475029
HEBDAX,Co,+3,d6,4,N,4.7100,7.0700,4.7100,891716091030,32287219857,651435326013
HEBDAX01,Co,+3,d6,4,N,4.3800,6.1300,4.3800,641130231779,370219756228,651435326013
HEBDAX02,Co,+3,d6,4,N,4.3600,9.2000,4.3600,704725800233,527399119879,651435326013
HEBDOI,Cd,,,5,"N,O",0.5100,5.8900,0.5100,695180668880,419295143414,32775848343
HEBDOL,Co,+3,d6,4,N,3.5300,4.6500,3.5300,81494508753,890350199148,748126485327
HEBGOO,Mo,,,5,O,4.0100,5.9900,4.0100,86867399906,191599038584,213476044936
HEBHOP,Ru,+2,d6,5,"N,S",5.8900,6.0000,5.8900,907679894113,461424579710,182333436675
HEBMOQ,Fe,+2,d6,4,"C,N,P,S",4.3800,6.6500,4.3800,992012902017,18701723900,865027208373
HEBPIN,Fe,+2,d6,4,"N,P,S",5.9200,6.3900,5.9200,38042610732,264845341943,157083488331
HEBPIQ,Ru,+2,d6,5,N,6.1500,7.7900,6.1500,327125593378,872711085208,518898462632
HEBPOT,Fe,+2,d6,4,"N,P,S",4.0500,8.5900,4.0500,961104807542,38335516910,182760148814
HEBPUC,Ru,+2,d6,5,"Cl,N",4.1500,4.3100,4.1500,455082787889,223857955851,914605309473
HEBPUZ,Fe,+2,d6,4,"N,P,S",5.5600,6.0400,5.5600,399910335660,104961298813,327996809679
HEBQIR,Re,,,6,"Br,C,N",4.0700,6.0300,4.0700,354844028772,472661393219,241919340180
HEBQOX,Re,,,6,"Br,C,P",4.2900,8.9500,4.2900,30843035972,944978614091,672161596528
HEBTUE,Co,+3,d6,4,"N,O",0.0300,5.6700,0.0300,278222832768,143776566694,253316194116
HEBVEP,Mo,,,5,"C,P",5.8100,6.1400,5.8100,801438525433,673835929432,98606777617
HEBVEP01,Mo,,,5,"C,P",4.3400,5.7400,4.3400,895837622279,78806325926,98606777617
HEBVUF,Ni,+2,d8,4,O,0.0100,5.4800,0.0100,217638894531,287531826339,242351820003
HEBYAO,Ni,+2,d8,4,"N,O",0.2800,5.1100,0.2800,230620804509,273880097228,923132435029
HEBYAR,Ru,+2,d6,5,N,3.7200,4.0100,3.7200,800359678314,44015636343,874515053061
HEBYIY,Ru,+2,d6,5,"Cl,N,P",4.2800,9.3800,4.2800,726826905816,726513343328,255304054502
HECGON,Fe,+2,d6,4,"C,N",5.6600,6.8100,5.6600,623353176378,356158424825,103565663124
HECKOQ,Cu,+2,d9,4,"N,O",5.1800,5.4600,5.1800,551412129191,355219423034,522039293638
HECMEI,Zn,+2,d10,4,,5.8200,7.6700,5.8200,672184937276,604503582654,789133713589
HECQAI,Zn,+2,d10,4,N,4.2900,7.1700,4.2900,270498589214,45612252037,571241256950
HECQOZ,Ru,+2,d6,5,N,4.4600,4.4700,4.4600,927728328295,261972877749,28112185520
HECVIX,Co,+3,d6,4,N,6.9700,9.8200,6.9700,403312659829,135877077150,652132399624
HECWAN,Fe,+2,d6,4,"N,O",5.7500,7.1500,5.7500,663680464738,267107521714,260067452803
HECWAQ,Co,+3,d6,4,N,5.6400,8.6000,5.6400,369756584370,307597413288,790320407830
HECXUL,W,,,6,"C,P",3.9400,4.2900,3.9400,156640640416,269115464972,821935607312
HECYAS,W,,,6,"C,P",6.2100,12.9500,6.2100,184340525483,904437177752,821935607312
HECYEU,W,,,6,C,5.4800,5.7800,5.4800,805297056640,912224868739,968287533925
HECYEW,W,,,6,"C,P",5.7400,13.1300,5.7400,346471742077,800955607505,667758411770
HECYIY,Cr,,,4,C,3.8400,3.9200,3.8400,807488684178,83278366145,970372677696
HECYOE,Cr,,,4,C,0.1500,6.2300,0.1500,436223024744,230929239383,143690100211
HECYUK,W,,,6,C,0.1500,5.3400,0.1500,357478670387,973005089225,42905691650
HECZEV,Rh,+3,d6,5,"C,Cl,P",3.7900,8.8400,3.7900,274388117261,86700768890,809147704875
HEDCIC,Mo,,,5,"Cl,N,O",3.8900,6.6600,3.8900,190691393341,7707621127,129235373904
HEDCOI,Mo,,,5,"N,O",6.5800,7.2500,6.5800,906403336850,122935930878,442066389089
HEDDUQ,Ru,+2,d6,5,N,4.6100,6.1000,4.6100,107099202146,635237168997,129689027432
HEDFOM,Ru,+2,d6,5,"Cl,N",5.8300,13.1100,5.8300,403554828460,300998103229,646681683687
HEDHEE,Os,,,6,,4.7900,6.1900,4.7900,995788463293,947610220388,764874128316
HEDJIJ,Ni,+2,d8,4,N,4.2900,7.5800,4.2900,991040613827,232807510396,327482941829
HEDJOP,Y,,,5,,6.2300,13.7100,6.2300,231846546860,769429910007,449024459333
HEDMAG,Ru,+2,d6,5,N,3.5800,5.6500,3.5800,934387315555,296444356115,335365930689
HEDMIP,Mo,,,5,O,6.1200,6.4500,6.1200,113320615542,842940690629,349725458672
HEDPIP,Cd,,,5,S,0.2500,7.2000,0.2500,662812457367,604386013966,80539411102
HEDPOV,Cu,+2,d9,4,S,0.0700,5.5800,0.0700,261429415975,821159999926,511422491088
HEDVOB,Cr,,,4,"C,P",4.3400,4.6500,4.3400,40767438076,454473998656,70625512547
HEDWIX,Rh,+3,d6,5,"Cl,N,P",4.4500,7.6600,4.4500,599825990699,775249008246,848094667695
HEDWIZ,Mn,,,4,"N,O",0.3800,6.7100,0.3800,753214729349,316051834278,760593647562
HEDYAQ,Cu,+2,d9,4,"N,O",5.7400,6.2400,5.7400,291316255765,663468568484,636313053055
HEDYUL,Re,,,6,"Br,C,P",4.5300,6.4200,4.5300,923095234691,786979914757,556522063313
HEDZAS,Re,,,6,"Br,C,P",4.6000,6.4800,4.6000,169152497908,348379752433,776506106107
HEDZEW,Re,,,6,"Br,C,P",6.4000,13.2000,6.4000,625778109732,351958904124,41249371227
HEDZOJ,Fe,+2,d6,4,N,3.5600,6.4500,3.5600,169477592723,877810351518,238316240632
HEFGAE,Mn,,,4,"C,P",0.7400,6.1800,0.7400,2231517656,248769801954,949339052650
HEFJOT,W,,,6,"C,N",5.7100,6.4400,5.7100,783260781060,358302541965,330676747515
HEFKAG,W,,,6,C,4.1000,5.4100,4.1000,316877001679,723000042143,282431604841
HEFQEO,Zn,+2,d10,4,N,4.4500,5.7200,4.4500,552519777981,924785101446,826992126315
HEFQEO01,Zn,+2,d10,4,N,6.9400,8.7700,6.9400,695712806878,924785101446,826992126315
HEFQEQ,Co,+3,d6,4,"C,S",5.8100,7.1300,5.8100,631341741065,215005586564,121284254893
HEFSUG,Rh,+3,d6,5,"Cl,N",5.6000,6.6900,5.6000,898579122501,716119299528,949121264221
HEFTEU,Mn,,,4,"C,N,O,P",5.0000,5.6800,5.0000,413251920739,348037604040,717166178828
HEFVEU,Cu,+2,d9,4,"N,O",0.4500,6.2100,0.4500,982667566799,674219273944,393118967763
HEFWAS,Ir,,,6,"C,N",3.5300,9.7000,3.5300,589230168687,988284855863,352676925705
HEFWEW,Ir,,,6,"C,N",4.5100,4.6400,4.5100,73842690166,495935239839,212782520851
HEFWIA,Cd,,,5,S,4.9000,6.0300,4.9000,181328471116,797733319489,140423621269
HEFWOG,Cd,,,5,,3.8500,4.6900,3.8500,226098531767,160144393300,818298051511
HEFXAS,Co,+3,d6,4,"N,O",3.9100,6.2900,3.9100,713959658820,848413149435,722501567562
HEFXAS01,Co,+3,d6,4,"N,O",3.7500,9.0900,3.7500,56933723570,917633604418,722501567562
HEFYEX,Cu,+2,d9,4,N,0.5100,6.6900,0.5100,213121873226,803344418953,510221857547
HEFZOI,Mo,,,5,,4.1600,4.3700,4.1600,607594570938,323614983892,538542830179
HEFZUR,Mn,,,4,S,3.2900,9.7300,3.2900,357569158272,712386816001,517803370372
HEGCOL,Zr,,,5,"N,O",4.0100,5.5700,4.0100,643492934955,949102518713,697266360362
HEGGEJ,Mn,,,4,"Cl,N,O",4.2500,4.3000,4.2500,547469591119,352604391347,600175641277
HEGHOU,Re,,,6,"C,N,O",5.0300,6.3500,5.0300,650765486811,982095317255,274252671443
HEGJAG,Cd,,,5,"N,O",0.6700,5.4400,0.6700,158903646852,97840930668,988366277814
HEGKAI,W,,,6,Cl,0.5900,5.6900,0.5900,842251281056,313004314080,899258883261
HEGMIP,Ru,+2,d6,5,N,4.6900,6.6300,4.6900,942526036566,890267369671,335365930689
HEGMIP01,Ru,+2,d6,5,N,4.6900,9.2100,4.6900,815041336376,296444356115,335365930689
HEGMIP02,Ru,+2,d6,5,N,4.7400,6.7200,4.7400,431628137146,890267369671,335365930689
HEGQOB,Mo,,,5,O,5.9400,7.2800,5.9400,976143658271,315458500106,601458568181
HEGYAW,Ta,,,6,N,4.0600,8.6700,4.0600,945682895483,106923246467,587953022080
HEGYEZ,Os,,,6,"N,P",5.8200,6.1300,5.8200,736395852888,901238992173,36729696403
HEHCAB,Cu,+2,d9,4,N,1.7900,4.8600,1.7900,525086715255,33754009909,523908607404
HEHGEK,Zn,+2,d10,4,,7.1500,7.3700,7.1500,112938640823,725342460740,978538866666
HEHJAI,Ti,,,4,"Cl,O",6.0200,6.4200,6.0200,555484285420,794531427940,266782323636
HEHJIN,Ru,+2,d6,5,"N,O",6.0900,6.8800,6.0900,250381690992,391020035325,206106162485
HEHJIQ,Cr,,,4,"Cl,O",0.1600,5.7400,0.1600,861531666592,294974031560,26001763447
HEHJOT,Ir,,,6,"C,Cl,F,N,P",4.3100,8.9700,4.3100,247651873035,628289659459,532435659375
HEHLEO,Ti,,,4,"Cl,N,O",3.6900,7.5800,3.6900,299685344293,850856587434,198521011245
HEHPUF,Ru,+2,d6,5,"N,O",4.4000,5.8100,4.4000,68401171266,20046799203,255735473383
HEHSIW,Mn,,,4,O,3.8900,8.7300,3.8900,792867749383,21957731350,441805420695
HEHTAP,Pt,+4,d6,6,"Cl,N",4.0000,9.3500,4.0000,214657983790,129991647139,580142351981
HEHVEV,Mn,,,4,"N,O",4.1900,7.3800,4.1900,598548106065,960789867644,715157305471
HEHVEV01,Mn,,,4,"N,O",4.1900,7.3800,4.1900,598548106065,960789867644,715157305471
HEJJUB,Os,,,6,N,4.1600,8.3900,4.1600,473868156546,268636401012,241786608954
HEJJUB01,Os,,,6,N,4.1500,6.4200,4.1500,504606277843,268636401012,241786608954
