refcode,metal,CN,S_SP,S_Td,log_S_SP,log_S_Td
NATBOZ,Pd,4,3.1500,0.3000,0.5119,-0.3979
YEFREH,Pd,4,3.2600,0.4200,0.5263,-0.2840
IMALOX,Pt,4,7.6400,3.4100,0.8887,0.5453
PUYWUC,Pt,4,8.7900,2.8900,0.9489,0.4757
VUWZIW,Co,4,3.2900,0.1300,0.5302,-0.6383
KEYCIA,Pd,4,11.6300,4.3600,1.0693,0.6493
QAQTOS,Pt,4,3.0900,0.2600,0.5038,-0.4437
IJIBOS,Pt,4,3.3900,0.4400,0.5428,-0.2676
TACNIX,Cu,4,2.9200,0.0500,0.4800,-0.8239
INEJOB,Cu,4,1.9400,0.9500,0.3096,0.0212
LEHLAN,Ni,4,8.9900,2.9200,0.9586,0.4800
QOXNAU,Pd,4,4.9800,4.6000,0.7059,0.6721
GUWKAK,Pd,4,3.1300,0.2900,0.5092,-0.4089
NELWEI,Rh,4,3.9200,1.1600,0.6042,0.1004
YEPWEV,Pt,4,8.9000,2.8900,0.9542,0.4757
UHOVIX,Cu,4,6.3400,1.7300,0.8089,0.2625
PUKVEA,Cu,4,2.9300,0.0500,0.4814,-0.8239
QIVNUH,Pd,4,8.9800,3.0300,0.9581,0.4955
KEKQIB,Os,4,4.7900,0.4500,0.6893,-0.2596
NONWES02,Pd,4,8.2500,2.9200,0.9217,0.4800
RUXCEV,Cu,4,2.9300,0.0600,0.4814,-0.7959
SOXMUN,Zn,4,2.6700,0.1500,0.4425,-0.6021
PAJQEW,Pd,4,3.0300,0.1900,0.4955,-0.5376
FUBZIL01,Co,4,2.6500,0.0200,0.4393,-0.9208
HAVQAW,Pd,4,3.2600,0.4600,0.5263,-0.2518
VORRIH,Pd,4,9.3500,10.2100,0.9754,1.0133
EZEQOP,Pd,4,9.3400,3.2800,0.9750,0.5289
IYEYIV,Pd,4,3.1600,0.4000,0.5132,-0.3010
BUJFAO,Pd,4,2.8900,0.0100,0.4757,-0.9586
XAJPOP,Pd,4,8.8500,2.9200,0.9518,0.4800
RASPUZ,Zn,4,2.7900,0.2000,0.4609,-0.5229
NEZCEC,Pd,4,9.2900,3.2200,0.9727,0.5211
TOKYOJ,Ag,4,1.6400,0.4600,0.2405,-0.2518
ZIGJUX,Ni,4,2.9100,0.0300,0.4786,-0.8861
SEZLEO,Cu,4,5.4000,0.9100,0.7404,0.0043
ELABID01,Ti,4,3.0500,0.0000,0.4983,-1.0000
KEYVIU,Pd,4,8.2700,2.7700,0.9227,0.4579
CUKVIP,Pd,4,9.6800,12.2800,0.9903,1.0927
FOSTAM,Ni,4,15.3300,14.8600,1.1884,1.1749
JUXZOR,Ni,4,3.0900,0.2700,0.5038,-0.4318
QASCAQ,Pt,4,2.9400,0.0500,0.4829,-0.8239
SENZEU,Au,4,3.4800,0.7300,0.5539,-0.0809
ZOJXIF,Ni,4,3.0700,0.2300,0.5011,-0.4815
POWZOT,Co,4,1.7600,0.1400,0.2695,-0.6198
DAYGUF,Cu,4,3.3000,0.2700,0.5315,-0.4318
HUQSEU,Pd,4,9.5300,3.5800,0.9836,0.5658
QAYROA,Pd,4,8.4000,3.0200,0.9294,0.4942
MOFCOC,Cu,4,2.9300,0.0400,0.4814,-0.8539
AYIRUW,Cu,4,2.8900,0.0100,0.4757,-0.9586
OYASIT01,Cu,4,2.8800,0.0000,0.4742,-1.0000
BUNQAC,Pd,4,3.0500,0.1400,0.4983,-0.6198
OFAYAY,Pd,4,3.2600,0.4700,0.5263,-0.2441
RURHIX,Pd,4,10.5900,3.2300,1.0290,0.5224
NIHTEG,Zn,4,7.0100,1.1300,0.8519,0.0899
IKODIX,Rh,4,6.9500,2.9700,0.8482,0.4871
NOZNOJ,Mn,4,3.1800,0.0300,0.5159,-0.8861
CTPPAG01,Ag,4,3.3300,0.2200,0.5353,-0.4949
NILKIC,Pt,4,7.3400,5.5200,0.8716,0.7497
IBEPUA,Ir,4,3.0300,0.4400,0.4955,-0.2676
AZUVAS,Ni,4,11.7400,8.8800,1.0734,0.9533
LIVGED,Pt,4,2.8800,0.0000,0.4742,-1.0000
DIGCII,Pt,4,9.2100,2.9500,0.9689,0.4843
XESYUR,Rh,4,4.2500,1.2800,0.6385,0.1399
MARZAJ,Pd,4,3.1600,0.4000,0.5132,-0.3010
FEDPUC,Pd,4,3.1300,0.4000,0.5092,-0.3010
EYIHOL,Zn,4,1.6100,0.5600,0.2330,-0.1805
BETDCU11,Cu,4,0.7900,0.5800,-0.0506,-0.1675
KIHPUO,Pt,4,9.7600,3.1200,0.9939,0.5079
QUMGIR,Ni,4,2.9200,0.0400,0.4800,-0.8539
EZOSOC,Cu,4,14.3700,14.6900,1.1605,1.1700
QOXXAD,Pd,4,3.0700,0.2500,0.5011,-0.4559
QAPZAM,Co,4,3.2000,0.5500,0.5185,-0.1871
WAVKAI,Au,4,8.8400,3.0000,0.9513,0.4914
ADOKIO,Hg,4,2.8200,1.0800,0.4654,0.0719
COSXOX02,Cu,4,9.2900,2.9400,0.9727,0.4829
AQUZER,Ni,4,2.9400,0.0600,0.4829,-0.7959
JAXLAV,Ni,4,2.8500,0.0300,0.4698,-0.8861
HOQFOM,Zn,4,2.7600,0.0600,0.4564,-0.7959
FESJUM,Cu,4,17.7400,18.0600,1.2514,1.2591
TIJLEE,Pt,4,9.4200,7.3600,0.9786,0.8727
ZEQNIU,Au,4,7.6000,3.0900,0.8865,0.5038
SOYQAY01,Pt,4,3.1400,0.3100,0.5105,-0.3872
PAZJIK01,Pd,4,3.5200,0.8100,0.5587,-0.0410
DUNCAT,Au,4,7.6700,3.0600,0.8904,0.4997
ZEZMEY,Ir,4,4.7300,1.9000,0.6839,0.3010
IMCUCL,Cu,4,4.7400,0.6600,0.6848,-0.1192
KUZCIT01,Pd,4,3.1800,0.2600,0.5159,-0.4437
EHOTEE,Pd,4,3.2000,0.4100,0.5185,-0.2924
BONZIR,Pt,4,7.4200,2.9800,0.8762,0.4886
IMSAPD01,Pd,4,2.8900,0.0100,0.4757,-0.9586
PAMFES,Pt,4,9.8500,3.2200,0.9978,0.5211
ZUVRAJ,Cu,4,4.8300,1.8400,0.6928,0.2878
WEYGOX,Ni,4,8.1400,3.1200,0.9159,0.5079
QIBZEJ,Ir,4,1.9500,1.7700,0.3118,0.2718
CDMPRH,Rh,4,3.1600,0.3500,0.5132,-0.3468
DUMCOG,Au,4,2.9000,0.0100,0.4771,-0.9586
RUHDEH,Cu,4,5.6200,3.0100,0.7574,0.4928
VIFSUC,Mo,4,2.8800,0.0000,0.4742,-1.0000
TAKBEQ,Pt,4,8.7600,3.0300,0.9474,0.4955
ANAYEW,Zn,4,3.2100,0.4200,0.5198,-0.2840
WOWHAT,Zn,4,2.8800,1.0700,0.4742,0.0682
SEWZIF01,Au,4,2.9000,0.0200,0.4771,-0.9208
UMIQUG,Re,4,2.8400,0.0000,0.4683,-1.0000
IQIJAU,Hg,4,4.8700,0.9600,0.6964,0.0253
FASPAT,Pd,4,3.5100,0.8100,0.5575,-0.0410
KIZZUO,Pt,4,8.7300,3.0100,0.9460,0.4928
PICYIJ01,Co,4,2.6900,0.0200,0.4456,-0.9208
ABZLPT10,Pt,4,2.9500,0.0900,0.4843,-0.7212
WARHUT,Fe,4,12.1000,12.5400,1.0864,1.1017
MOWSUN,Pd,4,2.8900,0.0100,0.4757,-0.9586
IPIROP,Pd,4,2.9500,0.1400,0.4843,-0.6198
UHUPUI,Pt,4,9.3500,3.1500,0.9754,0.5119
OZOXOS,Ni,4,2.9100,0.0400,0.4786,-0.8539
GOPWAJ,W,4,2.8200,0.0200,0.4654,-0.9208
XUDLEO,Cu,4,15.8800,16.1500,1.2036,1.2109
XUWHIG,Pd,4,3.0000,0.1500,0.4914,-0.6021
ZINGOU,Co,4,3.8800,0.8500,0.5999,-0.0223
SOKBUP10,Ni,4,2.9200,0.0400,0.4800,-0.8539
NACYOK,Nb,4,3.2400,0.0700,0.5237,-0.7696
CEVJAP,Pd,4,9.1200,3.1300,0.9647,0.5092
SOSVAX10,Ni,4,9.2000,2.9100,0.9685,0.4786
TERJAC,Ti,4,3.2200,0.4700,0.5211,-0.2441
YUDBUU,Pt,4,3.2400,0.4500,0.5237,-0.2596
SAQKAA,Cu,4,17.9100,17.6000,1.2555,1.2480
TOJSUK,Pd,4,9.5400,3.1500,0.9841,0.5119
ASAFOQ,Pt,4,8.1900,2.9700,0.9186,0.4871
NUWSON,Pt,4,8.3100,3.7000,0.9248,0.5798
QQQGNG03,Zn,4,2.5400,0.0400,0.4216,-0.8539
BIVFOB,Ni,4,3.0500,0.2200,0.4983,-0.4949
WULSIH,Pd,4,3.0300,0.1900,0.4955,-0.5376
NUCSOV,Co,4,13.5200,13.1300,1.1342,1.1216
NIFORN,Ni,4,16.1100,15.8700,1.2098,1.2033
JAJGIL,Cu,4,2.9900,0.1000,0.4900,-0.6990
AMPCUC12,Cu,4,8.9900,13.3400,0.9586,1.1284
MUKWUL,Ni,4,6.0000,1.3900,0.7853,0.1732
CETVOP06,Mn,4,3.3600,0.0300,0.5391,-0.8861
MIKYUB,Pd,4,9.7100,3.1800,0.9917,0.5159
IPUJAG,Pd,4,8.5700,2.9800,0.9380,0.4886
XIYCOX,V,4,2.6000,0.0500,0.4314,-0.8239
WOBWIU,Pt,4,2.8800,0.0000,0.4742,-1.0000
DODPES,Cu,4,8.0500,2.8900,0.9112,0.4757
UWAVUL,Cu,4,5.4000,1.8600,0.7404,0.2923
MAJNAQ,Ni,4,4.7900,1.0100,0.6893,0.0453
ETUCEC,Ag,4,5.0400,3.1500,0.7110,0.5119
BIZKUT,Zn,4,3.2100,1.1900,0.5198,0.1106
MOVCUV,Rh,4,2.5200,2.0800,0.4183,0.3385
TEZDOV,Co,4,2.5000,0.0500,0.4150,-0.8239
ZEJWAO,Ni,4,3.2400,0.4700,0.5237,-0.2441
XAPFON,Pd,4,3.0100,0.1400,0.4928,-0.6198
GEKREU,Cu,4,4.4800,6.0100,0.6609,0.7860
YISBEH,Pt,4,3.5000,0.7800,0.5563,-0.0555
QOJDAW01,Ni,4,2.9400,0.9200,0.4829,0.0086
RALMUN,Pd,4,2.8900,0.0500,0.4757,-0.8239
WOVWAH,Cd,4,7.0700,1.6000,0.8555,0.2304
GITCUJ,Ni,4,2.5100,0.1200,0.4166,-0.6576
EWATIG,Pt,4,2.9000,0.0300,0.4771,-0.8861
CEBGIC01,Ni,4,3.2300,0.4300,0.5224,-0.2757
QIDGIV,Pt,4,2.9300,0.1300,0.4814,-0.6383
BEPCII,Pt,4,2.8800,0.0000,0.4742,-1.0000
KOLZOE,Fe,4,7.1900,2.8200,0.8627,0.4654
HECHIK,Pd,4,3.2100,0.4200,0.5198,-0.2840
BIXCIY,Mn,4,3.2700,0.0300,0.5276,-0.8861
HATROJ,Cu,4,0.8100,0.6400,-0.0410,-0.1308
BILQET,Ag,4,5.4500,2.6600,0.7443,0.4409
LIHYIL,Fe,4,3.1000,0.0100,0.5051,-0.9586
LEKTEC,Hg,4,6.6000,2.5200,0.8261,0.4183
SEWZIH,Pd,4,9.5700,12.2700,0.9854,1.0924
OGIBAK,Cu,4,8.4900,2.9400,0.9340,0.4829
TEMTEO,Pt,4,3.7800,1.1000,0.5888,0.0792
QUQTEE01,Cd,4,2.9500,0.0100,0.4843,-0.9586
JAGNAH,Zn,4,0.8700,1.7500,-0.0132,0.2672
BENCUT01,Zn,4,3.4300,0.5800,0.5478,-0.1675
XEDZOY,Cu,4,3.1500,0.2900,0.5119,-0.4089
GUJMIK,Zn,4,3.3800,0.6000,0.5416,-0.1549
KIDGOU,Fe,4,4.2500,1.1700,0.6385,0.1038
MUKCON,Ni,4,10.0800,11.7300,1.0077,1.0730
BOPFIZ,Pt,4,8.7100,2.8900,0.9450,0.4757
XISQEV,Pd,4,9.3500,13.5400,0.9754,1.1348
MAHLOY,Ag,4,6.3300,3.1900,0.8082,0.5172
KABNAG01,Pt,4,7.9500,4.7100,0.9058,0.6821
EKUFUM,Pd,4,2.8900,0.0200,0.4757,-0.9208
NEMWEK,Pt,4,8.8500,3.1100,0.9518,0.5065
POTBIN,Pd,4,13.5500,10.7400,1.1351,1.0350
OHOCOE,Hg,4,3.0900,0.0600,0.5038,-0.7959
PUFQUC01,Pt,4,10.1200,3.1300,1.0095,0.5092
NUBQIM,Ni,4,8.7000,3.2200,0.9445,0.5211
MEHZEF,Pt,4,3.0800,0.2500,0.5024,-0.4559
GONZOC23,Rh,4,3.0100,0.1800,0.4928,-0.5528
ROLRAM,Co,4,2.6600,0.0100,0.4409,-0.9586
ROSJEQ,Co,4,2.9100,0.0300,0.4786,-0.8861
NEKXEJ,Pd,4,8.6400,2.9600,0.9415,0.4857
SIPFIG,Ni,4,2.9100,0.0300,0.4786,-0.8861
JOMYER,Zn,4,2.6100,0.1100,0.4330,-0.6778
CUENFP,Cu,4,9.2300,2.8500,0.9699,0.4698
PEFDEL,Au,4,8.5700,2.8800,0.9380,0.4742
CORTOU,Pd,4,3.5600,0.8600,0.5635,-0.0177
PIKKUT,Pt,4,2.8500,0.0000,0.4698,-1.0000
VOGCUS,Pt,4,9.9500,3.1600,1.0022,0.5132
GIKVUS,Pd,4,3.1900,0.4200,0.5172,-0.2840
TEXGEK,Ni,4,8.3600,2.8900,0.9274,0.4757
KOPRUC,Hg,4,3.2900,0.1300,0.5302,-0.6383
LOKFIB,Cu,4,12.4700,18.3500,1.0993,1.2660
YOQLEX,Cu,4,7.3500,2.1900,0.8722,0.3598
COVLUX,Ni,4,8.0400,2.9200,0.9106,0.4800
LUQMOC,Pt,4,9.4600,3.1500,0.9805,0.5119
XOQTAA,Pd,4,3.2600,0.4900,0.5263,-0.2291
KOZQOI,Co,4,2.5300,0.0200,0.4200,-0.9208
LAVGUM,Cu,4,2.8900,0.0000,0.4757,-1.0000
ZOGMEP,Zn,4,3.1200,1.0300,0.5079,0.0531
VOGPOZ,Zn,4,1.9700,0.3700,0.3160,-0.3279
PELZAH,Co,4,2.9800,0.1000,0.4886,-0.6990
FUWMOB,Co,4,2.8800,0.0000,0.4742,-1.0000
PUXVIO,Cr,4,2.2400,1.8200,0.3692,0.2833
MOQPAJ,Pt,4,3.2200,0.4200,0.5211,-0.2840
QAKMIB,Cu,4,13.3200,8.4300,1.1278,0.9309
BINPUN,Zn,4,5.4100,1.4500,0.7412,0.1903
MOWDUY,Pt,4,9.1200,3.3300,0.9647,0.5353
WARJEF,Ni,4,11.2000,16.2500,1.0531,1.2135
POJJUV,Pd,4,9.3200,3.1500,0.9741,0.5119
KAHJOT,Mn,4,4.0400,0.6600,0.6170,-0.1192
XABNOE,Ni,4,2.9000,0.0200,0.4771,-0.9208
CADSEG,Zr,4,3.0900,0.1800,0.5038,-0.5528
CNSBZP,Pd,4,7.1500,9.0100,0.8603,0.9595
YAHYIQ,Ag,4,5.6600,2.7300,0.7604,0.4518
WUTHOJ,Cu,4,1.0400,0.4700,0.0569,-0.2441
OMISUY,Pd,4,17.3000,16.3400,1.2405,1.2159
NAPPAX,Pd,4,8.4200,2.9100,0.9304,0.4786
SEMREH,Zn,4,4.5400,0.8600,0.6665,-0.0177
YEWKOB01,Zn,4,2.0300,0.1700,0.3284,-0.5686
ZUYTUL,Cu,4,22.3500,20.8900,1.3512,1.3220
BANLOR,Fe,4,6.1700,1.9700,0.7973,0.3160
FAPBIH03,Pd,4,8.3800,2.9900,0.9284,0.4900
VUHWON,Au,4,8.6400,3.0600,0.9415,0.4997
YEPMUC,Pt,4,2.8800,0.0000,0.4742,-1.0000
ZOYTOY,Rh,4,8.7600,3.1500,0.9474,0.5119
BEHGOM,Cu,4,8.1000,2.8800,0.9138,0.4742
ZIWZEO02,Mn,4,2.2500,0.1100,0.3711,-0.6778
CESPAT,Zr,4,12.8900,10.5700,1.1136,1.0282
IKUPEK,Ni,4,8.8800,2.9700,0.9533,0.4871
XAXRAQ01,Ni,4,8.0500,2.9300,0.9112,0.4814
NEGFAH,Pd,4,9.1900,3.0200,0.9680,0.4942
NAKVUV,Pt,4,7.8600,2.9600,0.9009,0.4857
NONWES82,Pd,4,8.2100,2.9200,0.9196,0.4800
UFIFEV,V,4,3.8200,0.9100,0.5933,0.0043
BATNEQ,Pd,4,3.0200,0.1300,0.4942,-0.6383
VOTLUN,Cu,4,2.7100,1.2000,0.4487,0.1139
FIKYUV,Ni,4,11.1000,17.1800,1.0492,1.2375
YETFUZ,Zn,4,5.7000,1.2300,0.7634,0.1239
QATFAV,Pt,4,2.8200,0.1100,0.4654,-0.6778
NEYDOM,Zn,4,2.5700,0.4200,0.4265,-0.2840
NICHAL,Au,4,10.5500,3.5300,1.0273,0.5599
PUXXAL,Ir,4,8.5400,3.0200,0.9365,0.4942
COJWUV,Pt,4,8.5300,3.7200,0.9360,0.5821
ULOVOI,Fe,4,2.7100,0.3100,0.4487,-0.3872
EYIPUY,Cu,4,2.8500,0.0000,0.4698,-1.0000
SUHZEE,Cu,4,4.0500,1.2000,0.6180,0.1139
NEJKOD,Rh,4,8.3200,3.3000,0.9253,0.5315
OGEPIZ,Ni,4,2.9000,0.0200,0.4771,-0.9208
LIBXOM,Pd,4,10.4300,3.4700,1.0224,0.5527
XEQYOJ,Rh,4,8.9900,7.3600,0.9586,0.8727
KAWSOS,Pd,4,3.0500,0.2200,0.4983,-0.4949
IXUREY,Sc,4,4.0600,6.4600,0.6191,0.8169
DUZTIF,Zn,4,3.5900,0.3600,0.5670,-0.3372
AYACAF,Pd,4,9.7400,13.7200,0.9930,1.1405
GOLSEG,Au,4,2.8800,0.0000,0.4742,-1.0000
RUCXIA,Pd,4,9.9100,3.2300,1.0004,0.5224
SIHCUK,Cu,4,10.5900,12.5900,1.0290,1.1035
NUDGIC,Pt,4,8.4000,3.0000,0.9294,0.4914
TURMID,Zn,4,3.9900,0.2800,0.6117,-0.4202
EDUMUN,Ag,4,10.5500,4.5800,1.0273,0.6702
JIMXIN,Fe,4,4.5400,5.7600,0.6665,0.7679
JICCUT,Pt,4,15.5700,16.1000,1.1951,1.2095
QAGWII,Zn,4,3.0100,1.4100,0.4928,0.1790
HOMHEY,Ni,4,2.9100,0.0200,0.4786,-0.9208
WACNEW,Ni,4,8.1600,2.9100,0.9170,0.4786
KIBTAT,Cu,4,10.0700,10.3600,1.0073,1.0195
RIRKOV,Pt,4,2.8800,0.0000,0.4742,-1.0000
HAWXIO,Pd,4,2.9000,0.0200,0.4771,-0.9208
EJIBUX,Cu,4,16.9000,21.0300,1.2304,1.3249
EWUHUC,Y,4,6.5800,1.6400,0.8248,0.2405
CIXZAM01,Ni,4,17.3300,17.4900,1.2413,1.2453
QEFFIQ,Ir,4,3.2000,0.3900,0.5185,-0.3098
GAVSII,Zn,4,3.4600,0.8500,0.5514,-0.0223
QABSIY,Pd,4,2.9300,0.1900,0.4814,-0.5376
DAGGOL,Pt,4,3.0700,0.2600,0.5011,-0.4437
YIHMAD01,Zn,4,2.4600,0.7200,0.4082,-0.0862
LIYXEY,Ni,4,11.1500,23.4700,1.0512,1.3724
XUTZET,Pd,4,3.2100,0.6800,0.5198,-0.1079
MIVRIV01,Fe,4,3.8500,0.6500,0.5966,-0.1249
CEJJAE,Cu,4,2.8600,1.2900,0.4713,0.1430
TIPWUK,Pt,4,9.4900,3.2800,0.9818,0.5289
TEJTUZ,Cu,4,0.3600,6.0200,-0.3372,0.7868
KIWFOP01,Pt,4,3.4100,0.6500,0.5453,-0.1249
KUVMUJ,Au,4,1.3600,1.0500,0.1644,0.0607
FOGVII,Pt,4,7.5900,3.1200,0.8859,0.5079
WUTYOB,Cu,4,7.2300,1.9200,0.8651,0.3054
GEDYIB,Pd,4,9.8900,3.2300,0.9996,0.5224
NAGXOJ,Pd,4,3.2300,0.5200,0.5224,-0.2076
SAVZAQ,Cu,4,5.6900,1.2100,0.7627,0.1173
IBALOO,Pd,4,8.5800,2.8800,0.9385,0.4742
ZOHLUF,Pd,4,8.8400,3.4600,0.9513,0.5514
HAZCUH,Cu,4,9.0400,2.6900,0.9609,0.4456
EZOYIC,Mn,4,2.9900,0.0100,0.4900,-0.9586
ZOSREH,Pd,4,7.3100,3.2300,0.8698,0.5224
ROBQOQ,Nb,4,3.7300,4.1500,0.5832,0.6284
AYEPIG01,Mn,4,3.7500,0.0600,0.5855,-0.7959
NADYUQ,Co,4,7.7400,6.6300,0.8943,0.8280
TOHWIA,Pd,4,9.7000,3.1700,0.9912,0.5145
UKEDIB,Cu,4,8.5000,2.7500,0.9345,0.4548
NEQWIS,Au,4,3.1600,0.3300,0.5132,-0.3665
QOSZON24,Fe,4,2.5800,2.2000,0.4281,0.3617
TIXYAD,Co,4,3.3000,0.2400,0.5315,-0.4685
EQEWAB01,Fe,4,2.9400,0.0100,0.4829,-0.9586
WADHEP,Zn,4,2.8400,0.1500,0.4683,-0.6021
CYTCUC,Cu,4,5.8900,1.1900,0.7774,0.1106
CEMWAU,Ni,4,2.8900,0.0100,0.4757,-0.9586
ZOMXUY,Mn,4,2.4000,0.0300,0.3979,-0.8861
OGEWAY01,Pt,4,3.3800,0.6200,0.5416,-0.1427
RALYEK,Pd,4,9.7200,3.2200,0.9921,0.5211
SORXEG,Ni,4,15.7500,19.9800,1.2000,1.3028
OSUQAV,Ni,4,8.0800,2.9200,0.9128,0.4800
OQUWOP,Ni,4,5.0000,2.1500,0.7076,0.3522
UMIBOH01,Pd,4,3.0300,0.1700,0.4955,-0.5686
CIXJOL,Zn,4,2.4200,0.5500,0.4014,-0.1871
ELOCEO,Pd,4,2.8500,0.0400,0.4698,-0.8539
LINVOU,Ag,4,6.3900,1.3300,0.8122,0.1553
XAMYOC,Cu,4,19.8800,24.1800,1.3006,1.3852
CIYJUR,Re,4,3.0600,0.1200,0.4997,-0.6576
QATHEB,Y,4,2.4800,0.3400,0.4116,-0.3565
QONGOQ,Cu,4,4.0600,0.2500,0.6191,-0.4559
YEZPUQ,Pd,4,7.4900,3.3000,0.8802,0.5315
SIGHIA,Pd,4,3.1300,0.3100,0.5092,-0.3872
MIKDIW,Pt,4,9.6800,3.0800,0.9903,0.5024
EPECUY,Au,4,8.5600,2.8800,0.9375,0.4742
TIWSEY,Pd,4,2.9800,0.0800,0.4886,-0.7447
XACPUO,Ir,4,8.6800,3.1700,0.9435,0.5145
VAPYOC,Pd,4,9.5000,17.0900,0.9823,1.2353
GIRXOW,Co,4,3.1900,0.4500,0.5172,-0.2596
EPOWUC,Pd,4,8.1600,3.1800,0.9170,0.5159
PIWMIS,Mo,4,3.1700,0.2100,0.5145,-0.5086
RUWZIS,Rh,4,9.1700,2.9600,0.9671,0.4857
BUWWOF,Cu,4,0.4700,5.4300,-0.2441,0.7427
EKIPOG,Re,4,3.0300,0.0000,0.4955,-1.0000
SIJNOO,Cu,4,11.6600,10.6700,1.0704,1.0322
FIJNAR,Cu,4,3.0300,1.2400,0.4955,0.1271
LALYED,Pt,4,8.5800,3.0100,0.9385,0.4928
FUMXIV,Pd,4,2.9100,0.0300,0.4786,-0.8861
FUBYOQ,Co,4,3.5400,0.0800,0.5611,-0.7447
LORMIR,Pd,4,8.0400,3.0100,0.9106,0.4928
ICATIP,Ta,4,3.1100,2.3800,0.5065,0.3945
MIQXIU,Ni,4,2.9300,0.0500,0.4814,-0.8239
SINBID,Pt,4,7.2600,3.2700,0.8669,0.5276
KETTEL,Pt,4,6.9800,3.7100,0.8500,0.5809
CORSIO,Fe,4,4.3200,0.9700,0.6454,0.0294
IYUFUF,Co,4,3.2600,0.5200,0.5263,-0.2076
HAGBEX,Ni,4,3.0500,0.3500,0.4983,-0.3468
WUJQID,Pd,4,9.5000,3.0200,0.9823,0.4942
ZEQLIT,Cu,4,2.9100,0.0400,0.4786,-0.8539
KAGZIC,Cr,4,3.0000,2.3300,0.4914,0.3856
ELISAV,Pt,4,3.1000,0.2800,0.5051,-0.4202
WIJWIX,Cu,4,11.2400,10.9400,1.0546,1.0430
YUDLOC,Pt,4,9.0500,3.2000,0.9614,0.5185
WAPTOY,Pd,4,7.6900,2.5100,0.8915,0.4166
SUYXOB,Au,4,2.9500,0.1000,0.4843,-0.6990
DEDZOD,Rh,4,8.8700,3.5600,0.9528,0.5635
RUVFIB,Hg,4,2.7100,0.0300,0.4487,-0.8861
XAJBOZ,Pd,4,10.6500,3.3500,1.0314,0.5378
GAFXET,Au,4,2.8800,0.0000,0.4742,-1.0000
VEJFIA,Ir,4,8.8800,2.9000,0.9533,0.4771
UTOQAW,Ag,4,3.9100,1.7400,0.6031,0.2648
FIPYEJ,Pt,4,7.9100,3.0300,0.9036,0.4955
GAQCOT,Ni,4,19.6300,19.8600,1.2951,1.3002
XODJUZ,Ni,4,8.1900,2.9600,0.9186,0.4857
WIGWOB,Zn,4,2.9300,0.0600,0.4814,-0.7959
VOTXUZ,Hg,4,2.7900,0.0900,0.4609,-0.7212
MEBYUQ,Cu,4,9.0900,2.9100,0.9633,0.4786
TUZFAY,Ni,4,11.5600,12.0100,1.0667,1.0831
BIGNAH,Ni,4,10.5900,9.6300,1.0290,0.9881
BABMUQ01,Cu,4,3.0300,0.1900,0.4955,-0.5376
COZVES01,Cu,4,14.1600,6.9400,1.1541,0.8476
BOFJOW,Pt,4,8.1900,2.9400,0.9186,0.4829
XAKJEY,Ti,4,12.6200,5.7800,1.1045,0.7694
UNUBUD,Ni,4,8.9300,2.8900,0.9557,0.4757
JOCBIN,Mo,4,2.8000,0.0900,0.4624,-0.7212
XEYVEC03,Cu,4,1.8400,0.1200,0.2878,-0.6576
HISLIH,Os,4,8.6900,4.1400,0.9440,0.6274
UKAXEK,Pt,4,8.8200,2.9900,0.9504,0.4900
OZOZIN,Pd,4,2.9700,0.1100,0.4871,-0.6778
WEGNAB,Ni,4,20.4600,19.5600,1.3130,1.2936
WUZJOQ,Sc,4,2.3600,0.1400,0.3909,-0.6198
BAJZAO01,Cu,4,6.5100,2.0700,0.8202,0.3365
ROXXUZ,Cu,4,7.5100,15.5800,0.8814,1.1953
WIWGAN,Cu,4,2.9300,0.0500,0.4814,-0.8239
TEXLOY,Co,4,1.1600,0.6400,0.1004,-0.1308
KITMUY,Zn,4,4.0700,0.4500,0.6201,-0.2596
XAMGEX,Zn,4,2.8800,0.0000,0.4742,-1.0000
LADXOG,Pd,4,9.3800,3.1800,0.9768,0.5159
RECGIT07,Pd,4,2.9900,0.1200,0.4900,-0.6576
ISUYED,Ru,4,6.0000,2.0200,0.7853,0.3263
OMILAZ,Zn,4,2.7100,0.0100,0.4487,-0.9586
KUHVIT,Pd,4,8.0000,3.1600,0.9085,0.5132
QELQED,Pd,4,3.0900,0.3200,0.5038,-0.3768
CITFUI,Pd,4,9.0200,3.1600,0.9600,0.5132
CAQPUG,Pd,4,8.4700,3.1700,0.9330,0.5145
FOKJIZ,Pd,4,9.4400,3.2400,0.9795,0.5237
PUFHIL,Ni,4,8.8900,3.3100,0.9538,0.5328
OYOYIN,W,4,2.8700,0.0000,0.4728,-1.0000
REHFIW,Ni,4,12.4000,18.3100,1.0969,1.2651
QOHBAS,Ag,4,4.0000,0.2600,0.6128,-0.4437
HEQPEY,Cu,4,3.2800,1.4200,0.5289,0.1818
MENBAI01,Co,4,3.2700,0.0200,0.5276,-0.9208
ZOLNUL,Pd,4,8.4300,2.9900,0.9309,0.4900
FASSAU,Pd,4,3.2100,0.4200,0.5198,-0.2840
LEWPAG,Pd,4,9.1600,3.2000,0.9666,0.5185
LIYFAD,Pd,4,8.5000,3.0200,0.9345,0.4942
MIMRUX,Zn,4,1.6400,0.9900,0.2405,0.0374
OGOKUR,Pt,4,8.3200,2.6500,0.9253,0.4393
ERAYEE,Rh,4,3.2500,0.4300,0.5250,-0.2757
ZAQQAM,Pd,4,9.0200,3.2700,0.9600,0.5276
